#50th percentile and +/- 1-sigma values for stellar parameters: metallicity z, log10age(yr) tau, masses M1 and M2 in solar mass, radii R1 and R2 in solar radius, flux ratio f2/f1 frat in kepler bandpass
#KIC z z+sigma z-sigma tau(log10yr) tau+sigma tau-sigma m1(msun) m1+sigma m1-sigma m2(msun) m2+sigma m2-sigma r1(rsun) r1+sigma r1-sigma r2(rsun) r2+sigma r2-sigma frat frat+sigma frat-sigma            
5652260 0.0111589545 0.0067367783 -0.0024556758 9.9276212984 0.1181576162 -0.3735421391 0.9380550457 0.1650971227 -0.0535508908 0.7811549587 0.1297565839 -0.0464526703 1.1262411468 0.0474841441 -0.0196041127 0.7644113516 0.1056687095 -0.0424864901 0.2621644228 0.0917494434 -0.0595771236            
5716244 0.0033156557 +7.96687251092e-05 -8.287576437e-05 9.4550224992 0.003777467 -0.0042462652 1.2653646033 0.0008333267 -0.0005688155 0.593184614 0.0012893435 -0.0016085943 2.4575850696 0.0021404045 -0.0024943164 0.5567502891 0.0008028881 -0.0008610599 0.0104341703 +2.15171119e-05 -2.17000322e-05            
5731312 0.0087806706 0.0012070493 -0.0011041784 9.6467554977 0.2909719548 -0.4863010392 0.7742097413 0.0308102822 -0.0359827225 0.6031048567 0.0122276762 -0.0119928512 0.7204029639 0.0067116182 -0.0054957889 0.589308823 0.0089810778 -0.0094829119 0.2078496117 0.0351841038 -0.0260348321            
5735878 0.0078456558 0.000113168 -0.0002153401 9.7034159249 0.027969117 -0.0310968954 1.0991391513 0.0141583867 -0.0128055755 0.3376392252 0.0023021051 -0.001787662 1.5986481977 0.0069967584 -0.0065145411 0.3321771494 0.0015308932 -0.0014318572 0.0016168509 +7.66164333e-06 -7.5129450856e-06            
5736461 0.0104271568 0.0017954677 -0.0014322064 6.9594950417 0.0354372182 -0.055398841 1.3707110635 0.021375361 -0.0149188246 1.4067192421 0.0225599085 -0.0098355697 1.6650169691 0.0302280652 -0.0229365331 1.7862709088 0.0114877736 -0.0127162981 1.3075125385 0.0679409219 -0.1174485667            
5738506 0.0014611437 0.0009398974 -0.0003416964 6.7797840374 0.0684982761 -0.031030343 0.5993649973 0.0561333177 -0.136269865 0.5737890332 0.0583091593 -0.1372479786 0.9686491786 0.0295774722 -0.079468328 0.9547863397 0.0309500791 -0.082717294 0.9042125321 0.0048994566 -0.0052901647            
5738698 0.0085875018 0.0001982045 -0.000176192 9.094442212 0.0193319533 -0.0235129573 1.623992121 0.0269443309 -0.0227841344 1.5545855196 0.0258320553 -0.0210407878 1.9400707718 0.0106260151 -0.00920954 1.7535007809 0.0101167412 -0.0089286419 0.7917449476 0.0049537655 -0.0049584265            
5781192 0.0223710606 0.0020681377 -0.0019497588 9.5201851727 0.0656600207 -0.07633868 1.0706841683 0.0154618851 -0.0156520672 0.8521555072 0.0100935444 -0.0097823106 1.0651754053 0.0044270863 -0.0048377793 0.7786866992 0.0048303521 -0.0043465869 0.2657878695 0.0029635469 -0.0030037085            
5786154 0.004027497 0.0021475462 -0.0012101948 9.1801843784 0.47730107 -0.1804713415 1.2605192639 0.0636192874 -0.1474301936 1.6703172531 0.2702126027 -0.551636575 1.3001242135 0.1891989691 -0.0819935906 10.162523777 1.1549589727 -2.3125647874 13.337927403 0.0506894069 -0.0698182236            
5802470 0.0341098379 0.0079181356 -0.0068757785 9.12487501 0.1350809056 -0.1536539333 1.1322399472 0.0130699145 -0.0176068684 0.7674395392 0.0060214253 -0.0088168602 1.0697559621 0.0046087804 -0.0053144766 0.6850433532 0.0023705934 -0.0042873149 0.1151655673 0.0008314662 -0.0010541468            
5807579 0.0053475786 0.0005906742 -0.0006838191 7.2915917871 0.0068166341 -0.0040720978 0.9871128448 0.0142325423 -0.0200835343 0.9643693916 0.0145459755 -0.0193167532 1.0330008048 0.0069765648 -0.0057572479 1.024865874 0.0073713106 -0.0088315764 0.903811714 0.0217233038 -0.0202755202            
5816806 0.0592707311 0.0005536968 -0.0011959472 9.7202601098 0.0141332894 -0.0153019502 1.1719994107 0.0070167803 -0.0067620478 0.839068264 0.0042198107 -0.0030459491 1.4508596465 0.0038290452 -0.0038240257 0.7850872628 0.0026081128 -0.0018231449 0.1521859623 0.0004544251 -0.0004467333            
5871918 0.0212085964 0.0020954499 -0.0017234455 9.9938963412 0.0587459921 -0.0972058131 0.6798312599 0.0108117255 -0.0074873138 0.4776250639 0.0098189935 -0.0066599023 0.67100874 0.0020712589 -0.0021138825 0.4748579635 0.0087216396 -0.0062247668 0.1146421078 0.0017193104 -0.0011825814            
5955321 0.0297832762 0.0015748472 -0.0013405055 7.342570283 0.0246530409 -0.0065679983 1.3733220625 0.002289259 -0.0068463724 1.3542740391 0.0044992609 -0.0076966944 1.2951139896 0.0011638547 -0.0021045021 1.2735632463 0.0012338672 -0.0014779531 0.9529225622 0.0019326841 -0.0020656208            
5962514 0.035146323 0.0071617762 -0.0095337836 9.04396646 0.0232156656 -0.0202620498 1.7641862137 0.0058668513 -0.0107601313 1.1044167454 0.0030968436 -0.0052437944 2.2497228143 0.0026585152 -0.0055126923 1.0224054424 0.0049828088 -0.0022369013 0.0961301899 0.0004793419 -0.000165141            
5962716 0.0071636924 0.0002561073 -0.0002993408 9.417309838 0.004770192 -0.0053706509 1.3442899009 0.0026894244 -0.0031622067 0.9602656411 0.00336169 -0.0043024838 2.2327956679 0.0066433673 -0.013562718 0.9276543367 0.0048131348 -0.0064842413 0.1455107491 0.0037031373 -0.0048212231            
5986209 0.0107783302 0.0009720999 -0.0009069896 8.8628929691 0.2997540925 -0.4397883866 0.9491389966 0.0152686445 -0.0180836335 0.8725580311 0.0114559738 -0.0150638319 0.8510370502 0.0048124431 -0.0047985147 0.7754145689 0.00606391 -0.0078029595 0.6547768708 0.0161465841 -0.0235679231            
6029130 0.0150457825 0.0018974053 -0.0017745436 9.0890152663 0.3697617889 -0.5207531358 1.0219300511 0.0299020847 -0.048257469 0.956484906 0.0268473836 -0.0421056165 0.9374125404 0.0092725526 -0.0134267099 0.8623186644 0.0090840048 -0.0149405733 0.7094249487 0.0050737221 -0.0057038328            
6042116 0.0020253733 +3.5011092565e-05 -1.88702005386e-05 9.0997638118 0.0001759558 -0.0003223325 1.6837999543 +7.04951839992e-06 -1.31518000002e-06 1.0785321258 0.0011848468 -0.0008869055 2.270500291 0.0031762495 -0.0026582858 1.058190578 0.0013459752 -0.0010740686 0.0802149908 0.0003873686 -0.0003015891            
6042663 0.0078152016 0.0010062017 -0.00098505 9.2008147394 0.3223412092 -0.4476978232 0.9476821561 0.0299329589 -0.0424737841 0.6412000119 0.0122092604 -0.0178049984 0.8750362799 0.0082461026 -0.0112551257 0.6039993966 0.0062859199 -0.0094601895 0.1147219609 0.0010623424 -0.001037962            
6058875 0.001132561 0.0004253801 -0.0001049776 9.9281884964 0.0258587336 -0.014392206 0.8018821067 0.0036613916 -0.0100627872 0.7476130886 0.003006759 -0.0079810556 0.9142311724 0.0026160516 -0.0037210736 0.7641562426 0.001711093 -0.0023539723 0.5958445206 0.0033852817 -0.0030471068            
6066379 0.0359911037 0.0039406121 -0.0034114647 7.0763120481 0.0055506386 -0.0054905104 1.6137348132 0.0152081211 -0.0073472637 0.7593915199 0.0143906072 -0.0073820236 2.1365775808 0.0066585796 -0.0036390508 0.9686606701 0.0087477242 -0.0049992491 0.0173811917 0.0001675083 -0.0001302251            
6109688 0.0084737676 0.0011036592 -0.001512854 9.2713460575 0.0583070888 -0.0364216938 1.3354002259 0.0358575687 -0.0336494981 0.5269173828 0.0063926839 -0.0059665868 1.5867562124 0.0125092811 -0.0137765946 0.5115319445 0.0041848504 -0.0044786258 0.0056375526 +6.06630919068e-05 -6.104116867e-05            
6128027 0.0125141002 0.0029388226 -0.0026065666 7.4978671008 0.0401721589 -0.0368306217 0.8713146398 0.0214147187 -0.0238781178 0.6275109375 0.0372751084 -0.0466607087 0.874484527 0.0131696881 -0.0127807772 0.7611180201 0.0216294898 -0.0276573358 0.0867377392 0.0068937779 -0.006385235            
6131659 0.0038704965 0.0001149671 -8.74236561506e-05 9.9908617411 0.0613963662 -0.0606792545 0.7917147097 0.0187606926 -0.0196320589 0.5965777841 0.0082819784 -0.0085502524 0.8561723317 0.0055390488 -0.0058081848 0.5845802726 0.0039709221 -0.0040575994 0.1493420699 0.0005380719 -0.0005378601            
6147573 0.0069487722 0.0011677535 -0.0012123991 7.3252988816 0.0419843175 -0.0336817259 0.9503583666 0.0183369453 -0.0239957174 0.9531910459 0.0182202465 -0.0237922637 1.0024811455 0.0067876439 -0.008735572 1.0053097976 0.0063161484 -0.0082329375 1.0189675818 0.0185342037 -0.0185550858            
6182849 0.0229066604 0.0007198387 -0.0008066609 8.9559074411 0.0856583625 -0.185957889 1.2579556286 0.0229974876 -0.0116580998 0.8577957194 0.0103221693 -0.0042517156 1.2389708686 0.0066226716 -0.0030944444 0.7625167139 0.0037739202 -0.0021064054 0.1351654507 +5.365919796e-05 -5.367667296e-05            
6205460 0.0093765314 0.000518243 -0.0009264966 6.065900026 0.012185893 -0.0115851099 3.9324348802 0.0154093761 -0.0267321161 3.230163732 0.0077637713 -0.018793853 2.417717728 0.0035435787 -0.0084818642 6.0066779897 0.0101058784 -0.0168894978 0.9804871492 0.0011983255 -0.0011790275            
6206751 0.0027652279 +9.0348675922e-05 -0.0001079207 6.7589260499 0.0076188849 -0.0074636794 1.4607306007 0.0151704559 -0.0182956438 1.0800415193 0.0356986921 -0.039316524 1.8830022551 0.0043478776 -0.0077702686 1.3352522196 0.0477365731 -0.047124686 0.1462479025 0.0159524424 -0.0137574397            
6228703 0.0070970808 0.0006790639 -0.0012315373 8.8939762277 0.0387007398 -0.0643870112 1.8242885394 0.0854022254 -0.0535607304 1.3764010412 0.0421251198 -0.0251042707 1.8872984222 0.0330112324 -0.0268778556 1.3478801354 0.0223786402 -0.0410807704 0.2902119423 0.0181266491 -0.0240462069            
6233466 0.0012801799 0.0001748678 -0.0001504369 9.5497654205 0.0240043256 -0.021060974 1.1117039464 0.0165459781 -0.0166823135 0.8231207718 0.0054570933 -0.005952532 1.5149948097 0.0056929688 -0.0058048132 0.7848775955 0.0030910201 -0.003251037 0.1237164289 +9.135398544e-05 -9.212365796e-05            
6233903 0.0203123582 0.0012846187 -0.0017992498 9.6168785434 0.0162437722 -0.0177067539 1.2484755495 0.0181137825 -0.0145939793 1.0977250257 0.0089222122 -0.0117632293 1.7749129553 0.0087039423 -0.0074715798 1.1713486382 0.0098419016 -0.0096019552 0.4000010465 0.0067509719 -0.0059134211            
6283224 0.011077033 0.0044323546 -0.0027176458 9.7226202729 0.2838928837 -0.5207400359 0.9720796184 0.1169445812 -0.099603564 0.8603178384 0.088784902 -0.0739311281 1.0231504076 0.0300246235 -0.030115116 0.825681394 0.0412785633 -0.0316335319 0.472334297 0.0239641993 -0.0176058318            
6286161 0.0015226981 0.0006732916 -0.0003973021 8.011143474 0.2131171765 -0.4902620591 3.1478072012 0.6054060689 -0.330845135 1.5123097996 0.1645976508 -0.0901212636 1.7449948981 0.0916591528 -0.0543480836 1.0855496317 0.0564202892 -0.0336056866 0.158682339 0.0002566536 -0.0002555725            
6301030 0.0193530716 0.0190438952 -0.0126411642 9.5801595107 0.3181425056 -0.5177376274 1.0823600746 0.1141369419 -0.1165108841 1.0795636483 0.1138146487 -0.1162302862 1.1397624462 0.0380526132 -0.0420639437 1.1336465505 0.0393974027 -0.0433745444 0.9847263984 0.0131089955 -0.013147668            
6307537 0.0315142014 0.0032145184 -0.0011593738 9.6264103895 0.0015746697 -0.003521329 1.1267257342 0.0016121865 -0.0014756845 1.3686205647 0.0039396328 -0.0029912827 1.2074656289 0.0043593376 -0.003536214 4.5367402727 0.0150327338 -0.0136202665 5.2102534807 0.0032657658 -0.0032641745            
6311637 0.0200539678 0.0001087478 -4.60472759e-05 9.5399917664 +5.7280850001e-05 -7.94856299997e-05 1.3623189185 0.0002223015 -0.0002493495 0.6935195384 0.000208486 -0.0002279887 2.203044638 0.0006874127 -0.0054933799 0.6599801915 0.0001366068 -0.0001479997 0.0143686689 +4.07637471e-05 -3.66986917e-05            
6312521 0.0190963805 0.0139351513 -0.009018698 9.3882773118 0.264727326 -0.3730735996 1.0692713752 0.0489564717 -0.0521040958 0.768577604 0.0277496289 -0.0272361772 1.0443543236 0.0156925427 -0.0156976155 0.7007559039 0.0146730548 -0.0209354249 0.1599936769 0.0036103386 -0.0092376056            
6314173 0.00289723 0.0004614778 -0.0003697637 6.5259990236 0.030657374 -0.0120836023 1.8861141139 0.0087870591 -0.0186604398 1.154298609 0.0247775505 -0.0111719561 2.3204164663 0.0051365882 -0.0093862451 1.5561542208 0.0037666296 -0.0063300861 0.0730331189 0.0002157091 -0.0002158132            
6359798 0.0067648688 +9.0494202104e-05 -0.0001007485 10.0789069807 0.0008042959 -0.0015704157 0.8611666381 0.0005586731 -0.0005930528 0.7928208672 0.0035606475 -0.0033075105 1.3246019626 0.0050446863 -0.0055724928 0.8788381514 0.0096213 -0.0086236572 0.432422311 0.016814311 -0.015163423            
6362386 0.0099517922 0.0004031174 -0.0003033622 9.3133849641 0.0181582023 -0.0167636507 1.3155480282 0.0082688218 -0.0084671871 0.4559287372 0.0012951453 -0.0013237203 1.580559376 0.0030056849 -0.003151684 0.4405972681 0.000942057 -0.0009731954 0.0028351972 +4.9560454424e-06 -4.89554689e-06            
6363494 0.0011410377 0.0002421445 -0.000106088 8.5632595782 0.1138825114 -0.0498129028 2.4584194553 0.1001131349 -0.234104011 1.5326034724 0.0477006489 -0.1097270261 2.1055015761 0.0251916866 -0.0763610052 1.1074787733 0.0214576695 -0.0182263652 0.1737488875 0.0114213152 -0.0084162939            
6367628 0.0136809857 0.0006871197 -0.0009601211 6.0857330571 0.0170703653 -0.0113732945 3.4887695994 0.0071373385 -0.01910643 2.9908378339 0.0096772465 -0.0235508626 5.6505141381 0.0255953016 -0.0257711528 4.9889515715 0.0383309929 -0.0409796222 0.2380719492 0.0054869814 -0.0057093591            
6421188 0.005303353 0.0006765968 -0.0006695011 10.0469115403 0.0248341912 -0.0530737082 0.8635908633 0.0201720143 -0.0093845756 0.2835208441 0.0059615293 -0.0051678844 1.2735033958 0.0163159453 -0.0202220742 0.2886639334 0.003835032 -0.0049676057 0.0027100787 +1.66999457864e-05 -1.74093857156e-05            
6448768 0.00478271 0.0013365589 -0.0005672384 9.4029199808 0.0053129143 -0.0034244282 1.3433637163 0.0034042707 -0.0051216485 0.514728605 0.0012784844 -0.0005836176 2.2717372789 0.0072684167 -0.0043300164 0.4957931192 0.0019268848 -0.0010683842 0.0042480331 +5.7971229304e-06 -5.7558152284e-06            
6449552 0.0171751964 0.002496907 -0.0018422222 7.8378941392 0.0191641075 -0.0127478408 1.0364034649 0.0019509082 -0.0021957545 0.6810605415 0.0039137905 -0.0047539762 0.9151822094 0.0012780949 -0.00140662 0.6862702787 0.0008789211 -0.000997822 0.1284535981 0.0001689788 -0.0001686842            
6464285 0.0114617441 0.0004494637 -0.0004345781 9.5821922347 0.0596609713 -0.0626954818 1.0944868806 0.0241423526 -0.0236107107 0.682113297 0.0078689426 -0.0084043848 1.2299998294 0.0071593443 -0.0076122305 0.6463342022 0.0038526189 -0.0039841623 0.0587314431 +6.9257512892e-05 -6.91432256e-05            
6466939 0.0010954643 0.0001482394 -6.2859002027e-05 6.8761738227 0.0369744247 -0.0532208024 1.5722522056 0.1312875187 -0.0750019827 1.4230486467 0.0943205994 -0.0549408476 1.0612723777 0.0263064973 -0.0143068541 1.0914804716 0.0262358194 -0.0172911483 0.8603620727 0.0059183431 -0.0067018632            
6470516 0.0461962959 0.0003391196 -0.0001231084 6.6376065956 0.0264207204 -0.0247330625 1.1260456307 0.1199907569 -0.1462282837 0.4291123163 0.0389477769 -0.0505937105 1.5596597568 0.0504433641 -0.0690643262 2.0539864663 0.072048657 -0.0908022647 0.148073614 0.0004314415 -0.0004225069            
6504534 0.0139998672 0.0010296065 -0.0007642831 7.9815522327 0.0907496491 -0.0949190993 0.8180023016 0.0120284027 -0.0087596487 0.3655913029 0.0336029834 -0.0233010431 0.7169497778 0.0109785921 -0.0085175108 0.4227785908 0.0312799833 -0.02862715 0.0228044297 0.0056303093 -0.0044388039            
6521542 0.0024691875 0.0007665992 -0.0006827258 9.187190508 0.0884392251 -0.1044314623 1.0854632214 0.0219583206 -0.0205320995 1.0421020526 0.0189120451 -0.0177088121 1.0905300008 0.0080811043 -0.0073874028 1.0332183749 0.0060218289 -0.0060665418 0.8085155488 0.0064970058 -0.0065561728            
6525196 0.0044272045 0.0010349953 -0.0013694193 9.8802398368 0.0591501738 -0.0802348191 0.905378581 0.0348996699 -0.0267376991 0.8561994133 0.0313248646 -0.0256180763 1.1387150423 0.0169108398 -0.0229208201 0.9453440353 0.0474944562 -0.02785997 0.6164383948 0.1055695087 -0.0521024821            
6525209 0.0063723058 +8.1574635242e-05 -8.77254166852e-05 10.0654890576 0.0008016438 -0.0008209679 0.8646505396 0.0015923817 -0.0013578471 0.6159139224 0.0013395844 -0.0014575832 1.8023511021 0.0027201389 -0.0025410198 0.6143698584 0.0014016794 -0.0015253437 0.0417348428 +5.63838137e-05 -5.63332781e-05            
6531496 0.0094568608 0.0049710751 -0.0028702798 9.6426257513 0.1783100578 -0.1955877749 1.1181793336 0.1014425525 -0.0926019541 0.8599480755 0.0325905275 -0.052694386 1.4282796862 0.0226416763 -0.0342331619 0.810220679 0.0531166222 -0.0529477683 0.1833618635 0.0746139212 -0.0555011534            
6543674 0.0184480297 +9.3171083792e-05 -9.5027377736e-05 9.7353511861 0.0009785102 -0.0009820166 1.1876154901 0.0001643099 -0.0002911983 1.1509884491 0.0002587089 -0.0002463809 1.9171806885 0.0009473957 -0.0009927245 1.5501900281 0.0011857611 -0.0011184263 0.7949625821 0.000981124 -0.000954608            
6545018 0.0150950011 0.0034693053 -0.0006791544 9.5810246496 0.0048863185 -0.0017141329 1.2639054688 0.019324955 -0.0081924064 1.0532440343 0.0124968637 -0.0061612755 1.8920597472 0.006203787 -0.0044836832 1.0851107472 0.0078738987 -0.0041159478 0.2830356748 0.0003603043 -0.0003565365            
6548447 0.0130455578 +7.0546240924e-05 -0.000438647 9.4011532559 0.0038591737 -0.0054179587 1.0902120409 0.0010769491 -0.0012095932 1.4866639058 0.0005596855 -0.002748615 1.1051115551 0.0011749951 -0.0012961822 3.3135429787 0.0036446562 -0.0029621297 6.5579645106 0.0029345603 -0.0029141014            
6591789 0.0281827098 0.0031087112 -0.0031935947 7.6002813291 0.0039843565 -0.0042431613 1.3018055274 0.0022723693 -0.0026810915 0.8542357739 0.0032229606 -0.0046012131 1.2327583099 0.002278977 -0.0027282271 0.8268594548 0.0016394805 -0.0017848115 0.1389470946 0.0004516054 -0.0004024596            
6593363 0.007360418 0.0002288686 -0.0003592757 9.8958201494 0.0210069967 -0.0365315457 0.9580902503 0.0131978736 -0.0065396116 0.3383066353 0.0030156947 -0.0015757906 1.3011298735 0.0059629838 -0.0036692484 0.3341146848 0.0016404495 -0.0011767364 0.0030048235 +5.86233244e-06 -5.932731504e-06            
6594972 0.0090975566 0.0002775519 -0.0006694205 9.74299629 0.1275248805 -0.0515802539 0.9254804692 0.0143506151 -0.0391747058 0.6511498848 0.0061872132 -0.0162799823 0.9493377932 0.0040093214 -0.0111855001 0.6280192564 0.0028879332 -0.0074629702 0.1122753246 +4.3125378e-05 -4.3431098e-05            
6610219 0.0073861627 0.0015619852 -0.0007897887 9.7203127347 0.0598465538 -0.0295454697 1.054045949 0.0178645205 -0.0212108523 1.0666624336 0.0180493401 -0.0214893849 1.3908080162 0.0113133227 -0.0119951353 1.4714909126 0.0054680318 -0.0086794058 1.1168053432 0.0063334376 -0.0071106724            
6629588 0.0014694465 0.0003128657 -0.0003414404 6.2219692748 0.0465927599 -0.0465347097 2.293139232 0.1230722502 -0.159333047 1.6354754764 0.0526619555 -0.0601034351 2.8896554644 0.070379944 -0.0345498037 2.5422521206 0.0764608916 -0.1270834935 0.1439640962 0.0133850589 -0.0155787261            
6695889 0.0127496409 0.0046471799 -0.0034115321 7.5139404487 0.0329427039 -0.0322173189 1.2884822769 0.0066331727 -0.0049615878 0.8275277052 0.0161695399 -0.0155584954 1.2275496329 0.0045374986 -0.004430204 0.8336383152 0.012486259 -0.0102880675 0.1321883078 0.0066839281 -0.0051597549            
6697716 0.0021974167 0.0073032552 -0.0010044496 9.2602883209 0.4819539654 -0.4758060103 1.0732957975 0.0804047763 -0.176660523 0.7514848122 0.0531378088 -0.0902340329 1.082714541 0.0254159635 -0.0493172019 0.6672020912 0.0552013815 -0.0571364648 0.1647995321 0.0168238969 -0.0093599203            
